,cluster_no,sentences
2725,1,colonel local brigadier adam brampton douglas gurdon late black watch royal highland regiment
2726,1,group captain george earl ord
2727,1,group captain david anderson toon
2728,1,david cramb lately chairman cake biscuit alliance ltd
2729,1,colonel william alexander dalziel
2730,1,jack fleming eccles regional secretary lancashire national union general municipal workers
2731,1,the honourable francis forman fisher master wellington college
2732,1,adolf frankel chairman staveley industries ltd
2733,1,donald hardwick chairman steel division johnson firth brown ltd
2734,1,roy lionel helmore principal cambridgeshire college arts technology
2735,1,geoffrey claude nichols chairman rotaprint ltd
2736,1,cecil allen parker deputy chief scientific officer ministry defence
2737,1,vera joyce mabel poole assistant secretary department health social security
2738,1,arthur shelley prophet professor dental surgery university london
2739,1,alexander allan rennie chief constable west mercia constabulary
2740,1,henry george simpson controller housing greater london council
2741,1,arthur suddaby provost city london polytechnic
2742,1,thomas edwin utley leader writer daily telegraph
2743,1,mary whitehouse general secretary national viewers listeners association
2744,1,thomas newton hayward young
2745,1,taufik suliman cotran chief justice lesotho
2746,1,owen glyn griffith british high commissioner maseru
2747,1,wilfred francis pickering justice appeal hong kong
2748,1,norman sinclair thompson chairman mass transit railway corporation hong kong
2749,1,thomas mccormack clayfield
2750,1,lieutenant colonel garrett taylor lionel maurice graham duke edinburgh royal regiment berkshire wiltshire regular army reserve officers raro
2751,1,lieutenant colonel ian paterson king regiment territorial army
2752,1,lieutenant colonel leon claude joseph medlock paul royal anglian regiment
